STATE,COUNTY,STATEFP,CNTYFP,CNTYTVHH,DMAINDEX,DMA
KY ,Hart                        ,21,99,6710,180,BOWLING GREEN (KY)                                                   
KY ,Metcalfe                    ,21,169,4080,180,BOWLING GREEN (KY)                                                   
KY ,Warren                      ,21,227,36040,180,BOWLING GREEN (KY)                                                   
NY ,Allegany                    ,36,3,17470,44,BUFFALO (NY)                                                         
NY ,Cattaraugus                 ,36,9,31230,44,BUFFALO (NY)                                                         
NY ,Chautauqua                  ,36,13,52950,44,BUFFALO (NY)                                                         
NY ,Erie                        ,36,29,373830,44,BUFFALO (NY)                                                         
NY ,Genesee                     ,36,37,22520,44,BUFFALO (NY)                                                         
NY ,Niagara                     ,36,63,86870,44,BUFFALO (NY)                                                         
NY ,Orleans                     ,36,73,15160,44,BUFFALO (NY)                                                         
NY ,Wyoming                     ,36,121,14910,44,BUFFALO (NY)                                                         
PA ,Mc Kean                     ,42,83,17440,44,BUFFALO (NY)                                                         
PA ,Potter                      ,42,105,6810,44,BUFFALO (NY)                                                         
NH ,Grafton                     ,33,9,31800,91,BURLINGTON (VT) - PLATTSBURGH (NY)                                   
NH ,Sullivan                    ,33,19,16520,91,BURLINGTON (VT) - PLATTSBURGH (NY)                                   
NY ,Clinton                     ,36,19,29040,91,BURLINGTON (VT) - PLATTSBURGH (NY)                                   
NY ,Essex                       ,36,31,15000,91,BURLINGTON (VT) - PLATTSBURGH (NY)                                   
NY ,Franklin                    ,36,33,17860,91,BURLINGTON (VT) - PLATTSBURGH (NY)                                   
VT ,Addison                     ,50,1,13180,91,BURLINGTON (VT) - PLATTSBURGH (NY)                                   
VT ,Caledonia                   ,50,5,11560,91,BURLINGTON (VT) - PLATTSBURGH (NY)                                   
VT ,Chittenden                  ,50,7,56650,91,BURLINGTON (VT) - PLATTSBURGH (NY)                                   
VT ,Essex                       ,50,9,2540,91,BURLINGTON (VT) - PLATTSBURGH (NY)                                   
VT ,Franklin                    ,50,11,17190,91,BURLINGTON (VT) - PLATTSBURGH (NY)                                   
VT ,Grand Isle                  ,50,13,2970,91,BURLINGTON (VT) - PLATTSBURGH (NY)                                   
VT ,Lamoille                    ,50,15,9430,91,BURLINGTON (VT) - PLATTSBURGH (NY)                                   
VT ,Orange                      ,50,17,11030,91,BURLINGTON (VT) - PLATTSBURGH (NY)                                   
VT ,Orleans                     ,50,19,10620,91,BURLINGTON (VT) - PLATTSBURGH (NY)                                   
VT ,Rutland                     ,50,21,25120,91,BURLINGTON (VT) - PLATTSBURGH (NY)                                   
VT ,Washington                  ,50,23,23410,91,BURLINGTON (VT) - PLATTSBURGH (NY)                                   
VT ,Windsor                     ,50,27,23780,91,BURLINGTON (VT) - PLATTSBURGH (NY)                                   
MT ,Beaverhead                  ,30,1,3330,195,BUTTE (MT) - BOZEMAN (MT)                                            
MT ,Deer Lodge                  ,30,23,3740,195,BUTTE (MT) - BOZEMAN (MT)                                            
MT ,Gallatin                    ,30,31,26360,195,BUTTE (MT) - BOZEMAN (MT)                                            
MT ,Jefferson                   ,30,43,3790,195,BUTTE (MT) - BOZEMAN (MT)                                            
MT ,Madison                     ,30,57,2890,195,BUTTE (MT) - BOZEMAN (MT)                                            
MT ,Powell                      ,30,77,2260,195,BUTTE (MT) - BOZEMAN (MT)                                            
MT ,Silver Bow                  ,30,93,14030,195,BUTTE (MT) - BOZEMAN (MT)                                            
WY ,Converse                    ,56,9,4680,200,CASPER (WY) - RIVERTON (WY)                                          
WY ,Fremont                     ,56,13,13380,200,CASPER (WY) - RIVERTON (WY)                                          
WY ,Hot Springs                 ,56,17,2040,200,CASPER (WY) - RIVERTON (WY)                                          
WY ,Natrona                     ,56,25,26710,200,CASPER (WY) - RIVERTON (WY)                                          
WY ,Washakie                    ,56,43,3200,200,CASPER (WY) - RIVERTON (WY)                                          
IA ,Allamakee                   ,19,5,5670,88,CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)    
IA ,Benton                      ,19,11,9930,88,CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)    
IA ,Black Hawk                  ,19,13,49210,88,CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)    
IA ,Bremer                      ,19,17,8750,88,CEDAR RAPIDS (IA) - WATERLOO (IA) - IOWA CITY (IA) - DUBUQUE (IA)    
