STATE,COUNTY,STATEFP,CNTYFP,CNTYTVHH,DMAINDEX,DMA
CO ,Rio Grande                  ,8,105,4610,18,DENVER (CO)                                                          
CO ,Routt                       ,8,107,7980,18,DENVER (CO)                                                          
CO ,Saguache                    ,8,109,2310,18,DENVER (CO)                                                          
CO ,San Juan                    ,8,111,300,18,DENVER (CO)                                                          
CO ,San Miguel                  ,8,113,2830,18,DENVER (CO)                                                          
CO ,Sedgwick                    ,8,115,1190,18,DENVER (CO)                                                          
CO ,Summit                      ,8,117,9800,18,DENVER (CO)                                                          
CO ,Washington                  ,8,121,1970,18,DENVER (CO)                                                          
CO ,Weld                        ,8,123,67360,18,DENVER (CO)                                                          
CO ,Yuma                        ,8,125,3850,18,DENVER (CO)                                                          
NE ,Box Butte                   ,31,13,4760,18,DENVER (CO)                                                          
NE ,Cheyenne                    ,31,33,4060,18,DENVER (CO)                                                          
NE ,Dawes                       ,31,45,3350,18,DENVER (CO)                                                          
NE ,Deuel                       ,31,49,890,18,DENVER (CO)                                                          
NE ,Garden                      ,31,69,980,18,DENVER (CO)                                                          
NE ,Keith                       ,31,101,3580,18,DENVER (CO)                                                          
NE ,Kimball                     ,31,105,1700,18,DENVER (CO)                                                          
WY ,Albany                      ,56,1,12390,18,DENVER (CO)                                                          
WY ,Campbell                    ,56,5,12640,18,DENVER (CO)                                                          
WY ,Carbon                      ,56,7,5700,18,DENVER (CO)                                                          
WY ,Johnson                     ,56,19,2940,18,DENVER (CO)                                                          
WY ,Niobrara                    ,56,27,940,18,DENVER (CO)                                                          
WY ,Platte                      ,56,31,3640,18,DENVER (CO)                                                          
IA ,Adair                       ,19,1,3390,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Adams                       ,19,3,1770,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Appanoose                   ,19,7,5690,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Audubon                     ,19,9,2670,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Boone                       ,19,15,10370,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Calhoun                     ,19,25,4390,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Carroll                     ,19,27,8450,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Clarke                      ,19,39,3540,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Dallas                      ,19,49,16680,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Decatur                     ,19,53,3300,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Franklin                    ,19,69,4250,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Greene                      ,19,73,4170,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Guthrie                     ,19,77,4660,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Hamilton                    ,19,79,6660,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Hardin                      ,19,83,7330,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Humboldt                    ,19,91,4270,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Jasper                      ,19,99,14670,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Kossuth                     ,19,109,6820,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Lucas                       ,19,117,3730,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Madison                     ,19,121,5440,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Mahaska                     ,19,123,8830,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Marion                      ,19,125,12040,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Marshall                    ,19,127,15070,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Monroe                      ,19,135,3130,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Pocahontas                  ,19,151,3480,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Polk                        ,19,153,150150,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Poweshiek                   ,19,157,7300,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Ringgold                    ,19,159,2280,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Story                       ,19,169,29660,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Taylor                      ,19,173,2640,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Union                       ,19,175,5130,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Warren                      ,19,181,14930,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Wayne                       ,19,185,2760,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Webster                     ,19,187,15450,72,DES MOINES (IA) - AMES (IA)                                          
IA ,Wright                      ,19,197,5730,72,DES MOINES (IA) - AMES (IA)                                          
MI ,Lapeer                      ,26,87,31810,10,DETROIT (MI)                                                         
MI ,Livingston                  ,26,93,59270,10,DETROIT (MI)                                                         
MI ,Macomb                      ,26,99,317220,10,DETROIT (MI)                                                         
MI ,Monroe                      ,26,115,55330,10,DETROIT (MI)                                                         
MI ,Oakland                     ,26,125,479670,10,DETROIT (MI)                                                         
MI ,St. Clair                   ,26,147,63400,10,DETROIT (MI)                                                         
MI ,Sanilac                     ,26,151,17240,10,DETROIT (MI)                                                         
MI ,Washtenaw                   ,26,161,126850,10,DETROIT (MI)                                                         
MI ,Wayne                       ,26,163,749120,10,DETROIT (MI)                                                         
AL ,Coffee                      ,1,31,17300,171,DOTHAN (AL)                                                          
AL ,Dale                        ,1,45,18550,171,DOTHAN (AL)                                                          
AL ,Geneva                      ,1,61,10550,171,DOTHAN (AL)                                                          
AL ,Henry                       ,1,67,6510,171,DOTHAN (AL)                                                          
AL ,Houston                     ,1,69,36350,171,DOTHAN (AL)                                                          
GA ,Early                       ,13,99,4720,171,DOTHAN (AL)                                                          
GA ,Seminole                    ,13,253,3540,171,DOTHAN (AL)                                                          
MI ,Gogebic                     ,26,53,7190,136,DULUTH (MN) - SUPERIOR (WI)                                          
MN ,Carlton                     ,27,17,12270,136,DULUTH (MN) - SUPERIOR (WI)                                          
MN ,Cook                        ,27,31,2330,136,DULUTH (MN) - SUPERIOR (WI)                                          
MN ,Itasca                      ,27,61,18140,136,DULUTH (MN) - SUPERIOR (WI)                                          
MN ,Koochiching                 ,27,71,5730,136,DULUTH (MN) - SUPERIOR (WI)                                          
MN ,Lake                        ,27,75,4750,136,DULUTH (MN) - SUPERIOR (WI)                                          
MN ,St. Louis                   ,27,137,81670,136,DULUTH (MN) - SUPERIOR (WI)                                          
WI ,Ashland                     ,55,3,6520,136,DULUTH (MN) - SUPERIOR (WI)                                          
WI ,Bayfield                    ,55,7,6120,136,DULUTH (MN) - SUPERIOR (WI)                                          
WI ,Douglas                     ,55,31,17820,136,DULUTH (MN) - SUPERIOR (WI)                                          
WI ,Iron                        ,55,51,3160,136,DULUTH (MN) - SUPERIOR (WI)                                          
WI ,Sawyer                      ,55,113,6550,136,DULUTH (MN) - SUPERIOR (WI)                                          
NM ,Dona Ana                    ,35,13,59130,101,EL PASO (TX)                                                         
TX ,Culberson                   ,48,109,920,101,EL PASO (TX)                                                         
TX ,El Paso                     ,48,141,215220,101,EL PASO (TX)                                                         
TX ,Hudspeth                    ,48,229,1060,101,EL PASO (TX)                                                         
NY ,Chemung                     ,36,15,34280,173,ELMIRA (NY)                                                          
NY ,Schuyler                    ,36,97,7330,173,ELMIRA (NY)                                                          
NY ,Steuben                     ,36,101,38420,173,ELMIRA (NY)                                                          
PA ,Tioga                       ,42,117,15730,173,ELMIRA (NY)                                                          
PA ,Crawford                    ,42,39,34320,143,ERIE (PA)                                                            
PA ,Erie                        ,42,49,105510,143,ERIE (PA)                                                            
PA ,Warren                      ,42,123,17240,143,ERIE (PA)                                                            
OR ,Benton                      ,41,3,28790,121,EUGENE (OR)                                                          
OR ,Coos                        ,41,11,25260,121,EUGENE (OR)                                                          
OR ,Douglas                     ,41,19,39100,121,EUGENE (OR)                                                          
OR ,Lane                        ,41,39,130480,121,EUGENE (OR)                                                          
CA ,Del Norte                   ,6,15,8960,190,EUREKA (CA)                                                          
CA ,Humboldt                    ,6,23,50170,190,EUREKA (CA)                                                          
IL ,Edwards                     ,17,47,2790,99,EVANSVILLE (IN)                                                      
IL ,Wabash                      ,17,185,5130,99,EVANSVILLE (IN)                                                      
IL ,Wayne                       ,17,191,7080,99,EVANSVILLE (IN)                                                      
IL ,White                       ,17,193,6320,99,EVANSVILLE (IN)                                                      
IN ,Dubois                      ,18,37,14960,99,EVANSVILLE (IN)                                                      
IN ,Gibson                      ,18,51,12560,99,EVANSVILLE (IN)                                                      
IN ,Perry                       ,18,123,7100,99,EVANSVILLE (IN)                                                      
IN ,Pike                        ,18,125,5130,99,EVANSVILLE (IN)                                                      
IN ,Posey                       ,18,129,10170,99,EVANSVILLE (IN)                                                      
IN ,Spencer                     ,18,147,7580,99,EVANSVILLE (IN)                                                      
IN ,Vanderburgh                 ,18,163,70330,99,EVANSVILLE (IN)                                                      
IN ,Warrick                     ,18,173,19940,99,EVANSVILLE (IN)                                                      
KY ,Daviess                     ,21,59,36070,99,EVANSVILLE (IN)                                                      
KY ,Hancock                     ,21,91,3240,99,EVANSVILLE (IN)                                                      
KY ,Henderson                   ,21,101,18190,99,EVANSVILLE (IN)                                                      
KY ,Hopkins                     ,21,107,18350,99,EVANSVILLE (IN)                                                      
KY ,Mclean                      ,21,149,3950,99,EVANSVILLE (IN)                                                      
KY ,Muhlenberg                  ,21,177,12070,99,EVANSVILLE (IN)                                                      
KY ,Ohio                        ,21,183,8950,99,EVANSVILLE (IN)                                                      
KY ,Union                       ,21,225,5580,99,EVANSVILLE (IN)                                                      
KY ,Webster                     ,21,233,5370,99,EVANSVILLE (IN)                                                      
AK ,Fairbanks North Star Borough,2,90,31860,203,FAIRBANKS (AK)                                                       
MN ,Becker                      ,27,5,11910,118,FARGO (ND) - VALLEY CITY (ND)                                        
MN ,Clay                        ,27,27,18790,118,FARGO (ND) - VALLEY CITY (ND)                                        
MN ,Clearwater                  ,27,29,3310,118,FARGO (ND) - VALLEY CITY (ND)                                        
MN ,Kittson                     ,27,69,2050,118,FARGO (ND) - VALLEY CITY (ND)                                        
MN ,Lake Of The Woods           ,27,77,1910,118,FARGO (ND) - VALLEY CITY (ND)                                        
MN ,Mahnomen                    ,27,87,1950,118,FARGO (ND) - VALLEY CITY (ND)                                        
MN ,Marshall                    ,27,89,4050,118,FARGO (ND) - VALLEY CITY (ND)                                        
MN ,Norman                      ,27,107,2950,118,FARGO (ND) - VALLEY CITY (ND)                                        
MN ,Otter Tail                  ,27,111,22920,118,FARGO (ND) - VALLEY CITY (ND)                                        
MN ,Pennington                  ,27,113,5510,118,FARGO (ND) - VALLEY CITY (ND)                                        
MN ,Polk                        ,27,119,12090,118,FARGO (ND) - VALLEY CITY (ND)                                        
MN ,Red Lake                    ,27,125,1680,118,FARGO (ND) - VALLEY CITY (ND)                                        
MN ,Roseau                      ,27,135,6070,118,FARGO (ND) - VALLEY CITY (ND)                                        
MN ,Wilkin                      ,27,167,2690,118,FARGO (ND) - VALLEY CITY (ND)                                        
ND ,Barnes                      ,38,3,4720,118,FARGO (ND) - VALLEY CITY (ND)                                        
ND ,Benson                      ,38,5,2240,118,FARGO (ND) - VALLEY CITY (ND)                                        
ND ,Cass                        ,38,17,52600,118,FARGO (ND) - VALLEY CITY (ND)                                        
ND ,Cavalier                    ,38,19,1880,118,FARGO (ND) - VALLEY CITY (ND)                                        
ND ,Dickey                      ,38,21,2270,118,FARGO (ND) - VALLEY CITY (ND)                                        
ND ,Eddy                        ,38,27,1090,118,FARGO (ND) - VALLEY CITY (ND)                                        
ND ,Foster                      ,38,31,1490,118,FARGO (ND) - VALLEY CITY (ND)                                        
ND ,Grand Forks                 ,38,35,24890,118,FARGO (ND) - VALLEY CITY (ND)                                        
ND ,Griggs                      ,38,39,1090,118,FARGO (ND) - VALLEY CITY (ND)                                        
ND ,Lamoure                     ,38,45,1890,118,FARGO (ND) - VALLEY CITY (ND)                                        
ND ,Nelson                      ,38,63,1590,118,FARGO (ND) - VALLEY CITY (ND)                                        
ND ,Pembina                     ,38,67,3280,118,FARGO (ND) - VALLEY CITY (ND)                                        
ND ,Ramsey                      ,38,71,4820,118,FARGO (ND) - VALLEY CITY (ND)                                        
ND ,Ransom                      ,38,73,2270,118,FARGO (ND) - VALLEY CITY (ND)                                        
ND ,Richland                    ,38,77,6730,118,FARGO (ND) - VALLEY CITY (ND)                                        
ND ,Sargent                     ,38,81,1770,118,FARGO (ND) - VALLEY CITY (ND)                                        
ND ,Steele                      ,38,91,900,118,FARGO (ND) - VALLEY CITY (ND)                                        
ND ,Stutsman                    ,38,93,8810,118,FARGO (ND) - VALLEY CITY (ND)                                        
ND ,Towner                      ,38,95,1180,118,FARGO (ND) - VALLEY CITY (ND)                                        
ND ,Traill                      ,38,97,3280,118,FARGO (ND) - VALLEY CITY (ND)                                        
ND ,Walsh                       ,38,99,4860,118,FARGO (ND) - VALLEY CITY (ND)                                        
MI ,Arenac                      ,26,11,6920,64,FLINT (MI) - SAGINAW (MI) - BAY CITY (MI)                            
MI ,Bay                         ,26,17,43990,64,FLINT (MI) - SAGINAW (MI) - BAY CITY (MI)                            
MI ,Genesee                     ,26,49,169960,64,FLINT (MI) - SAGINAW (MI) - BAY CITY (MI)                            
MI ,Gladwin                     ,26,51,11000,64,FLINT (MI) - SAGINAW (MI) - BAY CITY (MI)                            
MI ,Gratiot                     ,26,57,14570,64,FLINT (MI) - SAGINAW (MI) - BAY CITY (MI)                            
MI ,Huron                       ,26,63,14670,64,FLINT (MI) - SAGINAW (MI) - BAY CITY (MI)                            
MI ,Iosco                       ,26,69,11770,64,FLINT (MI) - SAGINAW (MI) - BAY CITY (MI)                            
MI ,Isabella                    ,26,73,23200,64,FLINT (MI) - SAGINAW (MI) - BAY CITY (MI)                            
MI ,Midland                     ,26,111,32290,64,FLINT (MI) - SAGINAW (MI) - BAY CITY (MI)                            
MI ,Ogemaw                      ,26,129,9140,64,FLINT (MI) - SAGINAW (MI) - BAY CITY (MI)                            
MI ,Saginaw                     ,26,145,80200,64,FLINT (MI) - SAGINAW (MI) - BAY CITY (MI)                            
MI ,Shiawassee                  ,26,155,27090,64,FLINT (MI) - SAGINAW (MI) - BAY CITY (MI)                            
MI ,Tuscola                     ,26,157,21710,64,FLINT (MI) - SAGINAW (MI) - BAY CITY (MI)                            
NC ,Robeson                     ,37,155,44200,110,FLORENCE (SC) - MYRTLE BEACH (SC)                                    
NC ,Scotland                    ,37,165,13480,110,FLORENCE (SC) - MYRTLE BEACH (SC)                                    
SC ,Darlington                  ,45,31,26050,110,FLORENCE (SC) - MYRTLE BEACH (SC)                                    
SC ,Dillon                      ,45,33,11250,110,FLORENCE (SC) - MYRTLE BEACH (SC)                                    
SC ,Florence                    ,45,41,47750,110,FLORENCE (SC) - MYRTLE BEACH (SC)                                    
SC ,Horry                       ,45,51,87190,110,FLORENCE (SC) - MYRTLE BEACH (SC)                                    
SC ,Marion                      ,45,67,13380,110,FLORENCE (SC) - MYRTLE BEACH (SC)                                    
SC ,Marlboro                    ,45,69,10330,110,FLORENCE (SC) - MYRTLE BEACH (SC)                                    
CA ,Fresno                      ,6,19,260500,57,FRESNO (CA) - VISALIA (CA)                                           
CA ,Kings                       ,6,31,36550,57,FRESNO (CA) - VISALIA (CA)                                           
CA ,Madera                      ,6,39,37460,57,FRESNO (CA) - VISALIA (CA)                                           
CA ,Mariposa                    ,6,43,6400,57,FRESNO (CA) - VISALIA (CA)                                           
CA ,Merced                      ,6,47,65920,57,FRESNO (CA) - VISALIA (CA)                                           
CA ,Tulare                      ,6,107,112500,57,FRESNO (CA) - VISALIA (CA)                                           
FL ,Charlotte                   ,12,15,66990,70,FT. MYERS (FL) - NAPLES (FL)                                         
FL ,Collier                     ,12,21,114730,70,FT. MYERS (FL) - NAPLES (FL)                                         
FL ,Desoto                      ,12,27,11990,70,FT. MYERS (FL) - NAPLES (FL)                                         
FL ,Glades                      ,12,43,4250,70,FT. MYERS (FL) - NAPLES (FL)                                         
FL ,Hendry                      ,12,51,11530,70,FT. MYERS (FL) - NAPLES (FL)                                         
FL ,Lee                         ,12,71,204240,70,FT. MYERS (FL) - NAPLES (FL)                                         
AR ,Benton                      ,5,7,60860,108,FT. SMITH (AR) - FAY (AR) - SPRINGDALE (AR) - ROGERS (AR)            
AR ,Crawford                    ,5,33,20170,108,FT. SMITH (AR) - FAY (AR) - SPRINGDALE (AR) - ROGERS (AR)            
AR ,Franklin                    ,5,47,6930,108,FT. SMITH (AR) - FAY (AR) - SPRINGDALE (AR) - ROGERS (AR)            
AR ,Johnson                     ,5,71,8840,108,FT. SMITH (AR) - FAY (AR) - SPRINGDALE (AR) - ROGERS (AR)            
AR ,Logan                       ,5,83,8650,108,FT. SMITH (AR) - FAY (AR) - SPRINGDALE (AR) - ROGERS (AR)            
AR ,Madison                     ,5,87,5280,108,FT. SMITH (AR) - FAY (AR) - SPRINGDALE (AR) - ROGERS (AR)            
AR ,Scott                       ,5,127,4320,108,FT. SMITH (AR) - FAY (AR) - SPRINGDALE (AR) - ROGERS (AR)            
AR ,Sebastian                   ,5,131,45520,108,FT. SMITH (AR) - FAY (AR) - SPRINGDALE (AR) - ROGERS (AR)            
AR ,Washington                  ,5,143,62100,108,FT. SMITH (AR) - FAY (AR) - SPRINGDALE (AR) - ROGERS (AR)            
OK ,Le Flore                    ,40,79,17810,108,FT. SMITH (AR) - FAY (AR) - SPRINGDALE (AR) - ROGERS (AR)            
OK ,Sequoyah                    ,40,135,14910,108,FT. SMITH (AR) - FAY (AR) - SPRINGDALE (AR) - ROGERS (AR)            
IN ,Adams                       ,18,1,11770,104,FT. WAYNE (IN)                                                       
IN ,Allen                       ,18,3,130060,104,FT. WAYNE (IN)                                                       
IN ,De Kalb                     ,18,33,15500,104,FT. WAYNE (IN)                                                       
IN ,Huntington                  ,18,69,14430,104,FT. WAYNE (IN)                                                       
IN ,Jay                         ,18,75,8190,104,FT. WAYNE (IN)                                                       
IN ,Noble                       ,18,113,17090,104,FT. WAYNE (IN)                                                       
IN ,Steuben                     ,18,151,12860,104,FT. WAYNE (IN)                                                       
IN ,Wabash                      ,18,169,12940,104,FT. WAYNE (IN)                                                       
IN ,Wells                       ,18,179,10310,104,FT. WAYNE (IN)                                                       
IN ,Whitley                     ,18,183,11890,104,FT. WAYNE (IN)                                                       
OH ,Paulding                    ,39,125,7640,104,FT. WAYNE (IN)                                                       
OH ,Van Wert                    ,39,161,11460,104,FT. WAYNE (IN)                                                       
FL ,Alachua                     ,12,1,91130,162,GAINESVILLE (FL)                                                     
FL ,Dixie                       ,12,29,5230,162,GAINESVILLE (FL)                                                     
FL ,Gilchrist                   ,12,41,5270,162,GAINESVILLE (FL)                                                     
FL ,Levy                        ,12,75,14750,162,GAINESVILLE (FL)                                                     
MT ,Dawson                      ,30,21,3430,210,GLENDIVE (MT)                                                        
MT ,Fallon                      ,30,25,1050,210,GLENDIVE (MT)                                                        
MT ,Prairie                     ,30,79,480,210,GLENDIVE (MT)                                                        
CO ,Delta                       ,8,29,11350,184,GRAND JUNCTION (CO) - MONTROSE (CO)                                  
CO ,Mesa                        ,8,77,47070,184,GRAND JUNCTION (CO) - MONTROSE (CO)                                  
CO ,Montrose                    ,8,85,13590,184,GRAND JUNCTION (CO) - MONTROSE (CO)                                  
MI ,Allegan                     ,26,5,38880,38,GRAND RAPIDS (MI) - KALAMAZOO (MI) - BATTLE CREEK (MI)               
MI ,Barry                       ,26,15,21730,38,GRAND RAPIDS (MI) - KALAMAZOO (MI) - BATTLE CREEK (MI)               
MI ,Branch                      ,26,23,16470,38,GRAND RAPIDS (MI) - KALAMAZOO (MI) - BATTLE CREEK (MI)               
MI ,Calhoun                     ,26,25,53890,38,GRAND RAPIDS (MI) - KALAMAZOO (MI) - BATTLE CREEK (MI)               
MI ,Ionia                       ,26,67,20740,38,GRAND RAPIDS (MI) - KALAMAZOO (MI) - BATTLE CREEK (MI)               
MI ,Kalamazoo                   ,26,77,94200,38,GRAND RAPIDS (MI) - KALAMAZOO (MI) - BATTLE CREEK (MI)               
MI ,Kent                        ,26,81,216990,38,GRAND RAPIDS (MI) - KALAMAZOO (MI) - BATTLE CREEK (MI)               
MI ,Montcalm                    ,26,117,22560,38,GRAND RAPIDS (MI) - KALAMAZOO (MI) - BATTLE CREEK (MI)               
MI ,Muskegon                    ,26,121,63910,38,GRAND RAPIDS (MI) - KALAMAZOO (MI) - BATTLE CREEK (MI)               
MI ,Newaygo                     ,26,123,18080,38,GRAND RAPIDS (MI) - KALAMAZOO (MI) - BATTLE CREEK (MI)               
MI ,Oceana                      ,26,127,9900,38,GRAND RAPIDS (MI) - KALAMAZOO (MI) - BATTLE CREEK (MI)               
MI ,Ottawa                      ,26,139,85270,38,GRAND RAPIDS (MI) - KALAMAZOO (MI) - BATTLE CREEK (MI)               
MI ,St. Joseph                  ,26,149,23200,38,GRAND RAPIDS (MI) - KALAMAZOO (MI) - BATTLE CREEK (MI)               
MI ,Van Buren                   ,26,159,27980,38,GRAND RAPIDS (MI) - KALAMAZOO (MI) - BATTLE CREEK (MI)               
MT ,Blaine                      ,30,5,2390,187,GREAT FALLS (MT)                                                     
MT ,Cascade                     ,30,13,31860,187,GREAT FALLS (MT)                                                     
MT ,Chouteau                    ,30,15,2170,187,GREAT FALLS (MT)                                                     
MT ,Fergus                      ,30,27,4530,187,GREAT FALLS (MT)                                                     
MT ,Glacier                     ,30,35,4170,187,GREAT FALLS (MT)                                                     
MT ,Hill                        ,30,41,5950,187,GREAT FALLS (MT)                                                     
MT ,Judith Basin                ,30,45,870,187,GREAT FALLS (MT)                                                     
MT ,Liberty                     ,30,51,790,187,GREAT FALLS (MT)                                                     
MT ,Phillips                    ,30,71,1730,187,GREAT FALLS (MT)                                                     
MT ,Pondera                     ,30,73,2270,187,GREAT FALLS (MT)                                                     
MT ,Teton                       ,30,99,2410,187,GREAT FALLS (MT)                                                     
MT ,Toole                       ,30,101,1960,187,GREAT FALLS (MT)                                                     
MT ,Valley                      ,30,105,3010,187,GREAT FALLS (MT)                                                     
MI ,Menominee                   ,26,109,10630,69,GREEN BAY (WI) - APPLETON (WI)                                       
WI ,Brown                       ,55,9,90160,69,GREEN BAY (WI) - APPLETON (WI)                                       
WI ,Calumet                     ,55,15,15740,69,GREEN BAY (WI) - APPLETON (WI)                                       
WI ,Door                        ,55,29,12120,69,GREEN BAY (WI) - APPLETON (WI)                                       
WI ,Fond Du Lac                 ,55,39,37490,69,GREEN BAY (WI) - APPLETON (WI)                                       
WI ,Green Lake                  ,55,47,7680,69,GREEN BAY (WI) - APPLETON (WI)                                       
WI ,Kewaunee                    ,55,61,7740,69,GREEN BAY (WI) - APPLETON (WI)                                       
WI ,Manitowoc                   ,55,71,32790,69,GREEN BAY (WI) - APPLETON (WI)                                       
WI ,Marinette                   ,55,75,17900,69,GREEN BAY (WI) - APPLETON (WI)                                       
WI ,Menominee                   ,55,78,1390,69,GREEN BAY (WI) - APPLETON (WI)                                       
WI ,Oconto                      ,55,83,14430,69,GREEN BAY (WI) - APPLETON (WI)                                       
WI ,Outagamie                   ,55,87,62410,69,GREEN BAY (WI) - APPLETON (WI)                                       
WI ,Shawano                     ,55,115,16160,69,GREEN BAY (WI) - APPLETON (WI)                                       
WI ,Waupaca                     ,55,135,20150,69,GREEN BAY (WI) - APPLETON (WI)                                       
WI ,Waushara                    ,55,137,9500,69,GREEN BAY (WI) - APPLETON (WI)                                       
WI ,Winnebago                   ,55,139,62290,69,GREEN BAY (WI) - APPLETON (WI)                                       
NC ,Alamance                    ,37,1,52940,46,GREENSBORO (NC) - HIGH POINT (NC) - WINSTON SALEM (NC)               
NC ,Alleghany                   ,37,5,4660,46,GREENSBORO (NC) - HIGH POINT (NC) - WINSTON SALEM (NC)               
NC ,Caswell                     ,37,33,8770,46,GREENSBORO (NC) - HIGH POINT (NC) - WINSTON SALEM (NC)               
NC ,Davidson                    ,37,57,59150,46,GREENSBORO (NC) - HIGH POINT (NC) - WINSTON SALEM (NC)               
NC ,Davie                       ,37,59,14190,46,GREENSBORO (NC) - HIGH POINT (NC) - WINSTON SALEM (NC)               
NC ,Forsyth                     ,37,67,125030,46,GREENSBORO (NC) - HIGH POINT (NC) - WINSTON SALEM (NC)               
NC ,Guilford                    ,37,81,172660,46,GREENSBORO (NC) - HIGH POINT (NC) - WINSTON SALEM (NC)               
NC ,Montgomery                  ,37,123,10040,46,GREENSBORO (NC) - HIGH POINT (NC) - WINSTON SALEM (NC)               
NC ,Randolph                    ,37,151,51980,46,GREENSBORO (NC) - HIGH POINT (NC) - WINSTON SALEM (NC)               
NC ,Rockingham                  ,37,157,37100,46,GREENSBORO (NC) - HIGH POINT (NC) - WINSTON SALEM (NC)               
NC ,Stokes                      ,37,169,18240,46,GREENSBORO (NC) - HIGH POINT (NC) - WINSTON SALEM (NC)               
NC ,Surry                       ,37,171,29290,46,GREENSBORO (NC) - HIGH POINT (NC) - WINSTON SALEM (NC)               
NC ,Wilkes                      ,37,193,26740,46,GREENSBORO (NC) - HIGH POINT (NC) - WINSTON SALEM (NC)               
NC ,Yadkin                      ,37,197,14950,46,GREENSBORO (NC) - HIGH POINT (NC) - WINSTON SALEM (NC)               
VA ,Patrick                     ,51,141,8400,46,GREENSBORO (NC) - HIGH POINT (NC) - WINSTON SALEM (NC)               
NC ,Beaufort                    ,37,13,18510,103,GREENVILLE (NC) - NEW BERN (NC) - WASHINGTON (NC)                    
NC ,Bertie                      ,37,15,7580,103,GREENVILLE (NC) - NEW BERN (NC) - WASHINGTON (NC)                    
NC ,Carteret                    ,37,31,25630,103,GREENVILLE (NC) - NEW BERN (NC) - WASHINGTON (NC)                    
NC ,Craven                      ,37,49,34900,103,GREENVILLE (NC) - NEW BERN (NC) - WASHINGTON (NC)                    
NC ,Duplin                      ,37,61,18500,103,GREENVILLE (NC) - NEW BERN (NC) - WASHINGTON (NC)                    
NC ,Greene                      ,37,79,7010,103,GREENVILLE (NC) - NEW BERN (NC) - WASHINGTON (NC)                    
NC ,Hyde                        ,37,95,2130,103,GREENVILLE (NC) - NEW BERN (NC) - WASHINGTON (NC)                    
NC ,Jones                       ,37,103,4110,103,GREENVILLE (NC) - NEW BERN (NC) - WASHINGTON (NC)                    
NC ,Lenoir                      ,37,107,23600,103,GREENVILLE (NC) - NEW BERN (NC) - WASHINGTON (NC)                    
NC ,Martin                      ,37,117,9970,103,GREENVILLE (NC) - NEW BERN (NC) - WASHINGTON (NC)                    
NC ,Onslow                      ,37,133,48050,103,GREENVILLE (NC) - NEW BERN (NC) - WASHINGTON (NC)                    
NC ,Pamlico                     ,37,137,5330,103,GREENVILLE (NC) - NEW BERN (NC) - WASHINGTON (NC)                    
NC ,Pitt                        ,37,147,54200,103,GREENVILLE (NC) - NEW BERN (NC) - WASHINGTON (NC)                    
NC ,Tyrrell                     ,37,177,1570,103,GREENVILLE (NC) - NEW BERN (NC) - WASHINGTON (NC)                    
NC ,Washington                  ,37,187,5300,103,GREENVILLE (NC) - NEW BERN (NC) - WASHINGTON (NC)                    
GA ,Elbert                      ,13,105,8190,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  
GA ,Franklin                    ,13,119,8090,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  
GA ,Hart                        ,13,147,9550,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  
GA ,Stephens                    ,13,257,10090,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  
NC ,Buncombe                    ,37,21,86200,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  
